SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
AXISNIFTY,EQ,968,968,830.3,852.48,832.1,967.86,211,181307.78,10-JUL-2017,16,INF846K01ZL0
AXISNIFTY,EQ,1134,1134.01,1124.02,1126.03,1126.03,1118.9,84,94576.65,06-MAR-2019,10,INF846K01ZL0,
AXISNIFTY,EQ,1131.81,1132.86,1123.34,1132.86,1132.86,1126.03,9,10179.55,07-MAR-2019,5,INF846K01ZL0,
AXISNIFTY,EQ,1129.31,1129.32,1127.77,1127.77,1127.77,1132.86,4,4515.72,08-MAR-2019,4,INF846K01ZL0,
AXISNIFTY,EQ,1146,1205,1131,1193.6,1195,1127.77,94,110974.99,11-MAR-2019,30,INF846K01ZL0,
AXISNIFTY,EQ,1128.71,1165.01,1100.03,1156.6,1156.43,1193.6,151,173751.34,12-MAR-2019,20,INF846K01ZL0,
AXISNIFTY,EQ,1159.49,1159.49,1148.78,1152.1,1152.27,1156.6,74,85401.45,13-MAR-2019,13,INF846K01ZL0,
AXISNIFTY,EQ,1164.59,1164.6,1152.37,1153.51,1153.51,1152.1,265,308297.42,14-MAR-2019,8,INF846K01ZL0,
AXISNIFTY,EQ,1170.43,1170.44,1161.17,1163.16,1163.16,1153.51,63,73257.58,15-MAR-2019,7,INF846K01ZL0,
AXISNIFTY,EQ,1176,1179.08,1163.18,1175.46,1175.8,1163.16,114,133124.16,18-MAR-2019,12,INF846K01ZL0,
AXISNIFTY,EQ,1181.51,1185,1174.63,1185,1185,1175.46,125,147806.84,19-MAR-2019,8,INF846K01ZL0,
AXISNIFTY,EQ,1169.99,1181.91,1169.99,1179.93,1179.93,1185,54,63201.32,20-MAR-2019,3,INF846K01ZL0,
AXISNIFTY,EQ,1184.78,1184.78,1165.35,1175.16,1175.16,1179.93,5,5865.8,22-MAR-2019,3,INF846K01ZL0,
AXISNIFTY,EQ,1160,1164.98,1152.26,1152.26,1152.26,1175.16,30,34766.35,25-MAR-2019,11,INF846K01ZL0,
AXISNIFTY,EQ,1166.74,1169.25,1160.47,1169.25,1169.25,1152.26,24,28022.34,26-MAR-2019,8,INF846K01ZL0,
AXISNIFTY,EQ,1185,1185,1164.09,1164.59,1164.09,1169.25,272,316827.48,27-MAR-2019,6,INF846K01ZL0,
AXISNIFTY,EQ,1185,1185,1170.28,1171.29,1171.29,1164.59,24,28170.77,28-MAR-2019,6,INF846K01ZL0,
AXISNIFTY,EQ,1178.18,1194.99,1177.2,1181.5,1181.25,1171.29,307,361736.25,29-MAR-2019,15,INF846K01ZL0,
AXISNIFTY,EQ,1194,1194,1188.34,1192.35,1192.35,1181.5,171,203494.45,01-APR-2019,10,INF846K01ZL0,
AXISNIFTY,EQ,1192,1192,1186.46,1192,1192,1192.35,281,333696.9,02-APR-2019,11,INF846K01ZL0,
AXISNIFTY,EQ,1196,1203.67,1183.11,1183.97,1183.11,1192,322,382466.87,03-APR-2019,18,INF846K01ZL0,
AXISNIFTY,EQ,1193,1193,1175.73,1178.83,1179.34,1183.97,44,52149.94,04-APR-2019,11,INF846K01ZL0,
AXISNIFTY,EQ,1190.39,1190.39,1189,1189,1189,1178.83,2,2379.39,05-APR-2019,2,INF846K01ZL0,
AXISNIFTY,EQ,1178.7,1225.99,1161.7,1187.73,1187.73,1189,133,157507.74,08-APR-2019,23,INF846K01ZL0,
AXISNIFTY,EQ,1196,1196.91,1187.91,1196.91,1196.91,1187.73,18,21484.98,09-APR-2019,7,INF846K01ZL0,
AXISNIFTY,EQ,1197,1197,1180,1180,1180,1196.91,136,161437.92,10-APR-2019,10,INF846K01ZL0,
AXISNIFTY,EQ,1187.14,1187.15,1177.72,1186.64,1186.64,1180,35,41354.14,11-APR-2019,8,INF846K01ZL0,
AXISNIFTY,EQ,1180.46,1190.43,1180.46,1188,1188,1186.64,19,22503.34,12-APR-2019,6,INF846K01ZL0,
AXISNIFTY,EQ,1194.29,1194.81,1188.21,1188.21,1188.21,1188,53,63047.21,15-APR-2019,6,INF846K01ZL0,
AXISNIFTY,EQ,1205.79,1205.79,1199.61,1199.61,1199.61,1188.21,580,695792.34,16-APR-2019,4,INF846K01ZL0,
AXISNIFTY,EQ,1200.23,1206.37,1195.23,1195.23,1195.23,1199.61,45,53917.92,18-APR-2019,8,INF846K01ZL0,
AXISNIFTY,EQ,1193.76,1193.76,1190.1,1190.1,1190.1,1195.23,5,5965.14,22-APR-2019,3,INF846K01ZL0,
AXISNIFTY,EQ,1189,1189,1175.09,1176.76,1176.14,1190.1,30,35385,23-APR-2019,11,INF846K01ZL0,
AXISNIFTY,EQ,1188.87,1188.87,1178.73,1188.87,1188.87,1176.76,53,62629.71,24-APR-2019,10,INF846K01ZL0,
AXISNIFTY,EQ,1200,1234,1015,1157.66,1015,1188.87,106,125269.52,25-APR-2019,23,INF846K01ZL0,
AXISNIFTY,EQ,1196,1196,1158.77,1193.99,1193.99,1157.66,34,40115.54,26-APR-2019,8,INF846K01ZL0,
AXISNIFTY,EQ,1195.99,1250,1144.7,1180.91,1165,1193.99,802,955654.1,30-APR-2019,65,INF846K01ZL0,
AXISNIFTY,EQ,1196,1200,1190.01,1191.68,1191.93,1180.91,82,97778.43,02-MAY-2019,24,INF846K01ZL0,
AXISNIFTY,EQ,1195.99,1205.99,1185.71,1205.99,1205.99,1191.68,8,9571.69,03-MAY-2019,7,INF846K01ZL0,
AXISNIFTY,EQ,1206,1206,1180.17,1188.11,1188.11,1205.99,39,46333.63,06-MAY-2019,14,INF846K01ZL0,
AXISNIFTY,EQ,1191.03,1191.08,1168.63,1172.44,1168.63,1188.11,67,79170.54,07-MAY-2019,14,INF846K01ZL0,
AXISNIFTY,EQ,1172,1172,1154.45,1154.45,1154.45,1172.44,23,26839.34,08-MAY-2019,10,INF846K01ZL0,
AXISNIFTY,EQ,1158.56,1162.59,1149.69,1151.67,1151.67,1154.45,39,45113.41,09-MAY-2019,12,INF846K01ZL0,
AXISNIFTY,EQ,1161.22,1161.22,1155,1155,1155,1151.67,28,32438.43,10-MAY-2019,7,INF846K01ZL0,
AXISNIFTY,EQ,1153.73,1156.77,1140,1140,1140,1155,58,66932.55,13-MAY-2019,16,INF846K01ZL0,
AXISNIFTY,EQ,1140.66,1141.05,1130.48,1140.66,1140.66,1140,78,88826.95,14-MAY-2019,10,INF846K01ZL0,
AXISNIFTY,EQ,1152.9,1152.91,1151.68,1151.68,1151.68,1140.66,15,17292.37,15-MAY-2019,4,INF846K01ZL0,
AXISNIFTY,EQ,1144.09,1146.73,1137.01,1146.05,1146.72,1151.68,32,36564.22,16-MAY-2019,11,INF846K01ZL0,
AXISNIFTY,EQ,1158.85,1169.32,1158.85,1167.83,1169.32,1146.05,217,252545.87,17-MAY-2019,12,INF846K01ZL0,
AXISNIFTY,EQ,1206,1296,1160,1203.44,1202.69,1167.83,448,543561.1,20-MAY-2019,30,INF846K01ZL0,
AXISNIFTY,EQ,1216.29,1397.5,1216.29,1397.5,1397.5,1203.44,3621,4769185.2,21-MAY-2019,315,INF846K01ZL0,
AXISNIFTY,EQ,1395,1395,1158.7,1301.14,1290,1397.5,460,587674.88,22-MAY-2019,129,INF846K01ZL0,
AXISNIFTY,EQ,1399,1434.34,1185.93,1192.13,1190,1301.14,2117,2708711.94,23-MAY-2019,260,INF846K01ZL0,
AXISNIFTY,EQ,1226,1226,1197,1214.76,1214.76,1192.13,192,230570.58,24-MAY-2019,12,INF846K01ZL0,
AXISNIFTY,EQ,1207.55,1220.4,1207.55,1216.1,1216.1,1214.76,181,219430.72,27-MAY-2019,38,INF846K01ZL0,
AXISNIFTY,EQ,1220.99,1222,1211.14,1212.63,1212.63,1216.1,335,406286.17,28-MAY-2019,17,INF846K01ZL0,
AXISNIFTY,EQ,1220.98,1220.98,1210.81,1212,1212,1212.63,57,69085.18,29-MAY-2019,11,INF846K01ZL0,
AXISNIFTY,EQ,1221,1221,1215,1216.06,1215.99,1212,61,74200.04,30-MAY-2019,9,INF846K01ZL0,
AXISNIFTY,EQ,1225.9,1230,1215,1215,1215,1216.06,58,71032,31-MAY-2019,13,INF846K01ZL0,
AXISNIFTY,EQ,1226,1231.09,1218.95,1230.68,1231.09,1215,90,110128.11,03-JUN-2019,21,INF846K01ZL0,
AXISNIFTY,EQ,1229.62,1237.97,1224.97,1233.16,1233,1230.68,148,181791.08,04-JUN-2019,19,INF846K01ZL0,
AXISNIFTY,EQ,1234,1234,1215,1215,1215,1233.16,79,97099.1,06-JUN-2019,10,INF846K01ZL0,
AXISNIFTY,EQ,1208.7,1214.96,1205.93,1214.96,1214.96,1215,134,162175.84,07-JUN-2019,15,INF846K01ZL0,
AXISNIFTY,EQ,1218.35,1227.35,1215.02,1215.02,1215.02,1214.96,50,61038.42,10-JUN-2019,15,INF846K01ZL0,
AXISNIFTY,EQ,1224.2,1229.4,1224.2,1227.81,1227.83,1215.02,32,39257.53,11-JUN-2019,9,INF846K01ZL0,
AXISNIFTY,EQ,1223,1223,1210.73,1219.95,1219.95,1227.81,100,121482.28,12-JUN-2019,12,INF846K01ZL0,
AXISNIFTY,EQ,1217.47,1217.48,1206.38,1207.39,1207.39,1219.95,31,37433.36,13-JUN-2019,7,INF846K01ZL0,
AXISNIFTY,EQ,1219.55,1220.05,1208.11,1213.44,1212.94,1207.39,66,80058.19,14-JUN-2019,14,INF846K01ZL0,
AXISNIFTY,EQ,1208.51,1208.51,1193.4,1193.4,1193.4,1213.44,54,64902.57,17-JUN-2019,18,INF846K01ZL0,
AXISNIFTY,EQ,1202.4,1202.45,1201.92,1202.45,1202.45,1193.4,61,73340.72,18-JUN-2019,5,INF846K01ZL0,
AXISNIFTY,EQ,1212.4,1212.4,1201.24,1203,1203,1202.45,37,44575.16,19-JUN-2019,8,INF846K01ZL0,
AXISNIFTY,EQ,1204.39,1239,1192.6,1230,1230,1203,8,9668.04,20-JUN-2019,6,INF846K01ZL0,
AXISNIFTY,EQ,1211.27,1211.27,1211.27,1211.27,1211.27,1230,1,1211.27,21-JUN-2019,1,INF846K01ZL0,
AXISNIFTY,EQ,1190,1204.28,1190,1203.66,1203.74,1211.27,102,122628.71,24-JUN-2019,12,INF846K01ZL0,
AXISNIFTY,EQ,1203.3,1212.94,1202,1206.83,1202,1203.66,173,208771.36,25-JUN-2019,8,INF846K01ZL0,
AXISNIFTY,EQ,1215.19,1215.78,1205.9,1210,1210,1206.83,117,141646.08,26-JUN-2019,9,INF846K01ZL0,
AXISNIFTY,EQ,1218.27,1220.3,1217.64,1217.64,1217.64,1210,19,23159.73,27-JUN-2019,4,INF846K01ZL0,
AXISNIFTY,EQ,1218.31,1218.32,1203.01,1207.51,1212.53,1217.64,43,52060.01,28-JUN-2019,14,INF846K01ZL0,
AXISNIFTY,EQ,1219.03,1219.03,1218,1218,1218,1207.51,15,18280.3,01-JUL-2019,4,INF846K01ZL0,
AXISNIFTY,EQ,1218.5,1219.01,1207.18,1212.07,1212.07,1218,9,10933.95,02-JUL-2019,7,INF846K01ZL0,
AXISNIFTY,EQ,1222.89,1226,1214.25,1216.72,1215.17,1212.07,43,52384.93,03-JUL-2019,12,INF846K01ZL0,
AXISNIFTY,EQ,1226,1229.01,1217.66,1219.63,1219.63,1216.72,69,84475.78,04-JUL-2019,17,INF846K01ZL0,
AXISNIFTY,EQ,1226,1226,1213.95,1213.95,1213.95,1219.63,6,7325.77,05-JUL-2019,4,INF846K01ZL0,
AXISNIFTY,EQ,1210,1210,1186.8,1186.8,1186.8,1213.95,123,147297.24,08-JUL-2019,20,INF846K01ZL0,
AXISNIFTY,EQ,1180,1190.06,1178.7,1189.48,1189.48,1186.8,113,133813.32,09-JUL-2019,17,INF846K01ZL0,
AXISNIFTY,EQ,1190.99,1190.99,1181.01,1181.67,1181.67,1189.48,71,84060.63,10-JUL-2019,10,INF846K01ZL0,
AXISNIFTY,EQ,1188.72,1192.53,1187,1190.99,1190.99,1181.67,35,41620.9,11-JUL-2019,9,INF846K01ZL0,
AXISNIFTY,EQ,1189.34,1194,1188.73,1188.73,1188.73,1190.99,17,20247.64,12-JUL-2019,5,INF846K01ZL0,
AXISNIFTY,EQ,1191.25,1191.25,1182,1189.69,1189.69,1188.73,23,27359.33,15-JUL-2019,8,INF846K01ZL0,
AXISNIFTY,EQ,1196.93,1197.45,1185.93,1196,1196,1189.69,18,21520.4,16-JUL-2019,9,INF846K01ZL0,
AXISNIFTY,EQ,1200.93,1201.9,1194.43,1196,1196,1196,19,22795.32,17-JUL-2019,7,INF846K01ZL0,
AXISNIFTY,EQ,1196,1196,1196,1196,1196,1196,3,3588,18-JUL-2019,2,INF846K01ZL0,
AXISNIFTY,EQ,1188.37,1188.37,1174.6,1176.35,1176.7,1196,72,84845.53,19-JUL-2019,12,INF846K01ZL0,
AXISNIFTY,EQ,1176.36,1176.36,1158.92,1169.1,1168.21,1176.35,103,120149.86,22-JUL-2019,29,INF846K01ZL0,
AXISNIFTY,EQ,1170.62,1170.63,1160.25,1169.53,1169.53,1169.1,65,75531.15,23-JUL-2019,9,INF846K01ZL0,
AXISNIFTY,EQ,1171,1171,1155,1161.72,1161.72,1169.53,185,214754.24,24-JUL-2019,17,INF846K01ZL0,
AXISNIFTY,EQ,1162,1170.51,1153.55,1164.64,1164.64,1161.72,83,96568.42,25-JUL-2019,17,INF846K01ZL0,
AXISNIFTY,EQ,1158.7,1163.97,1156.33,1162.16,1163.97,1164.64,120,139073.33,26-JUL-2019,12,INF846K01ZL0,
AXISNIFTY,EQ,1186,1286,1144.02,1151.94,1155.69,1162.16,876,1014426.69,29-JUL-2019,68,INF846K01ZL0,
AXISNIFTY,EQ,1154.23,1159.4,1142,1142.77,1143.22,1151.94,141,161383.39,30-JUL-2019,11,INF846K01ZL0,
AXISNIFTY,EQ,1140.12,1146.52,1135,1146.02,1145.52,1142.77,75,85465.91,31-JUL-2019,9,INF846K01ZL0,
AXISNIFTY,EQ,1138.01,1138.01,1125,1133.88,1134.71,1146.02,159,180266.58,01-AUG-2019,20,INF846K01ZL0,
AXISNIFTY,EQ,1154.97,1154.97,1118.47,1133.51,1133.51,1133.88,126,141906.62,02-AUG-2019,29,INF846K01ZL0,
AXISNIFTY,EQ,1133,1133,1108.17,1121.19,1121.74,1133.51,196,219370.2,05-AUG-2019,26,INF846K01ZL0,
AXISNIFTY,EQ,1155,1155,1124.14,1128.8,1128.8,1121.19,114,129069.7,06-AUG-2019,16,INF846K01ZL0,
AXISNIFTY,EQ,1130.02,1130.84,1119.94,1120.83,1119.94,1128.8,103,115629.51,07-AUG-2019,9,INF846K01ZL0,
AXISNIFTY,EQ,1121.61,1123.59,1112.72,1123.59,1123.59,1120.83,11,12334.35,08-AUG-2019,7,INF846K01ZL0,
AXISNIFTY,EQ,1146.12,1146.5,1138.59,1145.27,1146.5,1123.59,105,119993.16,09-AUG-2019,12,INF846K01ZL0,
AXISNIFTY,EQ,1160,1160,1108.7,1128.01,1126.91,1145.27,141,159659.21,13-AUG-2019,26,INF846K01ZL0,
AXISNIFTY,EQ,1153.95,1153.96,1130.62,1133.71,1133.71,1128.01,58,66061.07,14-AUG-2019,13,INF846K01ZL0,
AXISNIFTY,EQ,1128.7,1139.88,1128.7,1139.88,1139.88,1133.71,18,20436,16-AUG-2019,7,INF846K01ZL0,
AXISNIFTY,EQ,1145,1149.79,1140.83,1140.83,1140.83,1139.88,27,30966.7,19-AUG-2019,10,INF846K01ZL0,
AXISNIFTY,EQ,1138.21,1138.21,1130.94,1130.94,1130.94,1140.83,8,9089.25,20-AUG-2019,5,INF846K01ZL0,
AXISNIFTY,EQ,1137.03,1137.03,1120.1,1128.03,1128.03,1130.94,25,28214.75,21-AUG-2019,8,INF846K01ZL0,
AXISNIFTY,EQ,1122.3,1122.3,1101.05,1110.72,1101.05,1128.03,124,138680.16,22-AUG-2019,13,INF846K01ZL0,
AXISNIFTY,EQ,1108.7,1121.52,1100,1120.06,1120.06,1110.72,279,310028.94,23-AUG-2019,15,INF846K01ZL0,
AXISNIFTY,EQ,1121,1134.08,1112.74,1134.08,1134.08,1120.06,100,112150.67,26-AUG-2019,17,INF846K01ZL0,
AXISNIFTY,EQ,1156,1242.3,1068.7,1136.84,1136.84,1134.08,1220,1361588.41,27-AUG-2019,69,INF846K01ZL0,
AXISNIFTY,EQ,1136.8,1143.08,1128.7,1129.2,1129.2,1136.84,160,181266.2,28-AUG-2019,13,INF846K01ZL0,
AXISNIFTY,EQ,1136.85,1136.85,1124.16,1131.09,1131.09,1129.2,17,19216.19,29-AUG-2019,8,INF846K01ZL0,
AXISNIFTY,EQ,1127.64,1139.69,1125.59,1139.69,1139.69,1131.09,27,30497.56,30-AUG-2019,8,INF846K01ZL0,
AXISNIFTY,EQ,1139.69,1139.69,1113.84,1115,1115,1139.69,114,128841.07,03-SEP-2019,23,INF846K01ZL0,
AXISNIFTY,EQ,1116.91,1120.28,1112.75,1120.28,1120.28,1115,47,52434.68,04-SEP-2019,9,INF846K01ZL0,
AXISNIFTY,EQ,1126.03,1127.53,1111.97,1111.97,1111.97,1120.28,55,61783.62,05-SEP-2019,9,INF846K01ZL0,
AXISNIFTY,EQ,1136,1164.6,1126.43,1130.48,1130.48,1111.97,360,407188.16,06-SEP-2019,25,INF846K01ZL0,
AXISNIFTY,EQ,1129.07,1136.4,1129.07,1136.4,1136.4,1130.48,26,29427.25,09-SEP-2019,8,INF846K01ZL0,
AXISNIFTY,EQ,1132.4,1140.64,1131.51,1139.54,1139.54,1136.4,308,348832.08,11-SEP-2019,13,INF846K01ZL0,
AXISNIFTY,EQ,1143.46,1143.46,1134.14,1134.14,1134.14,1139.54,59,67269.48,12-SEP-2019,9,INF846K01ZL0,
AXISNIFTY,EQ,1134.61,1134.61,1134.55,1134.55,1134.55,1134.14,5,5672.87,13-SEP-2019,4,INF846K01ZL0,
AXISNIFTY,EQ,1137.71,1139.22,1132.01,1136.21,1136.21,1134.55,93,105605.98,16-SEP-2019,14,INF846K01ZL0,
AXISNIFTY,EQ,1131.47,1131.98,1115,1116.44,1116.89,1136.21,87,97681.28,17-SEP-2019,15,INF846K01ZL0,
AXISNIFTY,EQ,1118.01,1118.01,1118.01,1118.01,1118.01,1116.44,1,1118.01,18-SEP-2019,1,INF846K01ZL0,
AXISNIFTY,EQ,1115,1115,1102.05,1105.6,1106.96,1118.01,48,53242.23,19-SEP-2019,16,INF846K01ZL0,
AXISNIFTY,EQ,1105.77,1162.53,1105.51,1152.28,1152.28,1105.6,545,628439.03,20-SEP-2019,22,INF846K01ZL0,
AXISNIFTY,EQ,1175,1205,1140.1,1200.94,1205,1152.28,404,481780.17,23-SEP-2019,50,INF846K01ZL0,
AXISNIFTY,EQ,1198.7,1198.7,1184.76,1188.81,1188.81,1200.94,106,125874.32,24-SEP-2019,13,INF846K01ZL0,
AXISNIFTY,EQ,1179.03,1189.99,1172.46,1173.43,1173.71,1188.81,311,366190.21,25-SEP-2019,13,INF846K01ZL0,
AXISNIFTY,EQ,1194.06,1194.06,1182.37,1182.37,1182.37,1173.43,9,10734.85,26-SEP-2019,5,INF846K01ZL0,
AXISNIFTY,EQ,1193.4,1193.41,1182.28,1192.86,1192.86,1182.37,193,229386.92,27-SEP-2019,10,INF846K01ZL0,
AXISNIFTY,EQ,1188.7,1188.7,1171.24,1172.15,1172.15,1192.86,145,170436.35,30-SEP-2019,14,INF846K01ZL0,
AXISNIFTY,EQ,1192.51,1192.51,1160,1160,1160,1172.15,270,316281.96,01-OCT-2019,11,INF846K01ZL0,
AXISNIFTY,EQ,1160,1170.87,1158.34,1168.78,1168.78,1160,70,81427.74,03-OCT-2019,12,INF846K01ZL0,
AXISNIFTY,EQ,1174.45,1175.3,1151.02,1158.34,1158.34,1168.78,29,33801.61,04-OCT-2019,12,INF846K01ZL0,
AXISNIFTY,EQ,1157.5,1159.25,1139.96,1143.8,1139.96,1158.34,166,191658.66,07-OCT-2019,24,INF846K01ZL0,
AXISNIFTY,EQ,1147.77,1160,1147.77,1160,1160,1143.8,42,48476.28,09-OCT-2019,13,INF846K01ZL0,
AXISNIFTY,EQ,1156.22,1165.85,1153,1165.39,1165.85,1160,662,770267.44,10-OCT-2019,25,INF846K01ZL0,
AXISNIFTY,EQ,1167,1172.3,1159.25,1168.26,1168.3,1165.39,44,51379.2,11-OCT-2019,13,INF846K01ZL0,
AXISNIFTY,EQ,1172.42,1172.93,1165.59,1170,1170,1168.26,332,388421.63,14-OCT-2019,14,INF846K01ZL0,
AXISNIFTY,EQ,1170,1180.44,1168.05,1171.78,1171.78,1170,338,395255.81,15-OCT-2019,14,INF846K01ZL0,
AXISNIFTY,EQ,1184.37,1184.37,1173.33,1181.08,1182,1171.78,168,197691.86,16-OCT-2019,11,INF846K01ZL0,
AXISNIFTY,EQ,1181,1194.3,1175.52,1194.3,1194.3,1181.08,295,348341.03,17-OCT-2019,20,INF846K01ZL0,
AXISNIFTY,EQ,1192.01,1202.97,1192.01,1196.81,1196.81,1194.3,35,41764.99,18-OCT-2019,6,INF846K01ZL0,
AXISNIFTY,EQ,1198,1209,1191.5,1191.5,1191.5,1196.81,141,169071.44,22-OCT-2019,24,INF846K01ZL0,
AXISNIFTY,EQ,1191.05,1205,1191.05,1201.62,1201.84,1191.5,66,79128.9,23-OCT-2019,16,INF846K01ZL0,
AXISNIFTY,EQ,1198.17,1205.99,1190.5,1193.12,1199.38,1201.62,64,76449.32,24-OCT-2019,16,INF846K01ZL0,
AXISNIFTY,EQ,1189.43,1202.27,1189.43,1195.99,1196,1193.12,336,402175.43,25-OCT-2019,15,INF846K01ZL0,
AXISNIFTY,EQ,1194.72,1221.4,1158.7,1212.9,1211.23,1200,602,722663.68,29-OCT-2019,46,INF846K01ZL0,
AXISNIFTY,EQ,1213,1224,1211.93,1224,1224,1212.9,108,131241.39,30-OCT-2019,13,INF846K01ZL0,
AXISNIFTY,EQ,1234.99,1248,1205,1229.32,1229.82,1224,225,274687.56,31-OCT-2019,35,INF846K01ZL0,
AXISNIFTY,EQ,1230.36,1230.36,1219.08,1227.1,1227.1,1229.32,64,78156.12,01-NOV-2019,9,INF846K01ZL0,
AXISNIFTY,EQ,1226.53,1237.34,1226.53,1230,1230,1227.1,101,124196.95,04-NOV-2019,21,INF846K01ZL0,
AXISNIFTY,EQ,1227.28,1235.5,1227.28,1233.34,1233.66,1230,53,65352.52,05-NOV-2019,15,INF846K01ZL0,
AXISNIFTY,EQ,1228.64,1241.22,1228.16,1229.57,1228.16,1233.34,103,127093.07,06-NOV-2019,17,INF846K01ZL0,
AXISNIFTY,EQ,1242.37,1242.37,1230.34,1231.99,1231.99,1229.57,21,25937.07,07-NOV-2019,8,INF846K01ZL0,
AXISNIFTY,EQ,1230,1239.31,1225.9,1228.59,1228.59,1231.99,140,172079.16,08-NOV-2019,15,INF846K01ZL0,
AXISNIFTY,EQ,1229,1232.17,1220.89,1223.23,1223.73,1228.59,179,219387.84,11-NOV-2019,26,INF846K01ZL0,
AXISNIFTY,EQ,1215,1233.5,1215,1222.6,1222,1223.23,157,192747.65,13-NOV-2019,21,INF846K01ZL0,
AXISNIFTY,EQ,1246,1249,1213.52,1228.73,1228.73,1222.6,63,77034.37,14-NOV-2019,19,INF846K01ZL0,
AXISNIFTY,EQ,1234.65,1234.66,1230,1230,1230,1228.73,18,22177.25,15-NOV-2019,6,INF846K01ZL0,
AXISNIFTY,EQ,1231.92,1232.44,1220.09,1230.65,1231.17,1230,216,264114.58,18-NOV-2019,15,INF846K01ZL0,
AXISNIFTY,EQ,1232.9,1237.6,1223.18,1236.77,1237.6,1230.65,61,75180.43,19-NOV-2019,15,INF846K01ZL0,
AXISNIFTY,EQ,1230.9,1245.75,1230.9,1241.6,1241.36,1236.77,66,81751.84,20-NOV-2019,21,INF846K01ZL0,
AXISNIFTY,EQ,1242.41,1242.41,1230.82,1238.91,1238.66,1241.6,95,117080.25,21-NOV-2019,12,INF846K01ZL0,
AXISNIFTY,EQ,1235.59,1235.59,1233.41,1233.41,1233.41,1238.91,4,4938.68,22-NOV-2019,4,INF846K01ZL0,
AXISNIFTY,EQ,1233.41,1240.4,1229.9,1240.4,1240.4,1233.41,126,155669.13,25-NOV-2019,17,INF846K01ZL0,
AXISNIFTY,EQ,1243.79,1250,1237.82,1237.82,1237.82,1240.4,226,280695.02,26-NOV-2019,20,INF846K01ZL0,
AXISNIFTY,EQ,1250.99,1251,1240.1,1245.57,1251,1237.82,87,108314.42,27-NOV-2019,23,INF846K01ZL0,
AXISNIFTY,EQ,1250,1254.79,1230,1244.98,1244.98,1245.57,131,163195.77,28-NOV-2019,19,INF846K01ZL0,
AXISNIFTY,EQ,1251.5,1251.5,1234.35,1247.75,1247.55,1244.98,36,44610.92,29-NOV-2019,11,INF846K01ZL0,
AXISNIFTY,EQ,1241.08,1250.5,1235.38,1245.26,1245.26,1247.75,52,64688.89,02-DEC-2019,19,INF846K01ZL0,
AXISNIFTY,EQ,1243,1243.49,1231.16,1241.92,1241.92,1245.26,112,138191.21,03-DEC-2019,12,INF846K01ZL0,
AXISNIFTY,EQ,1230,1247.14,1227.84,1246.24,1246.11,1241.92,131,161710.32,04-DEC-2019,20,INF846K01ZL0,
AXISNIFTY,EQ,1248.85,1248.85,1238.83,1244.35,1244.53,1246.24,143,177904.64,05-DEC-2019,22,INF846K01ZL0,
AXISNIFTY,EQ,1245.5,1247,1231.23,1234.81,1234.81,1244.35,62,76834.01,06-DEC-2019,10,INF846K01ZL0,
AXISNIFTY,EQ,1234.8,1237.22,1225.3,1228.75,1226.08,1234.81,102,125343.73,09-DEC-2019,19,INF846K01ZL0,
AXISNIFTY,EQ,1248,1248,1228.06,1228.06,1228.06,1228.75,27,33538.06,10-DEC-2019,10,INF846K01ZL0,
AXISNIFTY,EQ,1222,1231.8,1220.52,1230.83,1231.5,1228.06,55,67325.24,11-DEC-2019,12,INF846K01ZL0,
AXISNIFTY,EQ,1236.71,1240.53,1234,1238.46,1238.63,1230.83,47,58146.16,12-DEC-2019,17,INF846K01ZL0,
AXISNIFTY,EQ,1246.26,1246.27,1242,1242,1242,1238.46,52,64596.74,13-DEC-2019,6,INF846K01ZL0,
AXISNIFTY,EQ,1250,1250.6,1242.1,1247.77,1247.77,1242,43,53714.61,16-DEC-2019,15,INF846K01ZL0,
AXISNIFTY,EQ,1249.99,1255.4,1246.55,1247.08,1247.08,1247.77,94,117247.37,17-DEC-2019,11,INF846K01ZL0,
AXISNIFTY,EQ,1259.79,1260,1250.92,1257.78,1255.51,1247.08,35,43895.37,18-DEC-2019,13,INF846K01ZL0,
AXISNIFTY,EQ,1259.9,1259.9,1257.62,1258.75,1258.75,1257.78,118,148415.44,19-DEC-2019,6,INF846K01ZL0,
AXISNIFTY,EQ,1260.76,1271.2,1260.76,1265,1265,1258.75,121,152968.16,20-DEC-2019,17,INF846K01ZL0,
AXISNIFTY,EQ,1265,1270.4,1260,1260,1260,1265,45,56956.43,23-DEC-2019,22,INF846K01ZL0,
AXISNIFTY,EQ,1268.99,1269,1258.7,1258.7,1258.7,1260,110,138507.9,24-DEC-2019,5,INF846K01ZL0,
AXISNIFTY,EQ,1253.47,1264.02,1245.28,1246.99,1245.28,1258.7,28,35231.19,26-DEC-2019,13,INF846K01ZL0,
AXISNIFTY,EQ,1260.88,1261.89,1250.84,1257.45,1257.45,1246.99,53,66536.99,27-DEC-2019,8,INF846K01ZL0,
AXISNIFTY,EQ,1261.5,1271.12,1260,1268.64,1269.15,1257.45,62,78583.36,30-DEC-2019,21,INF846K01ZL0,
AXISNIFTY,EQ,1266.07,1266.07,1253.98,1260.96,1260.96,1268.64,18,22700.2,31-DEC-2019,7,INF846K01ZL0,
